key,description,en,zh,fr,pt,pl,ua
substance_text:the_fool_title,[DEPRECATED],The Fool,愚者,Le Fou,,,
substance_text:the_fool_info,[DEPRECATED],The Fool,愚者,Le Fou,,,
substance_text:the_high_priestess_title,prototype release 1.3,The High Priestess,女祭司,La Papesse,A Grande Sacerdotisa também,Kapłanka,Вища жриця
substance_text:the_high_priestess_info,prototype release 1.3,Soulstone harvest is multiplied by total number of collected singularities.,灵魂石收获会乘以收集到的奇点总数。,La récolte de pierres d'âme est multipliée par le nombre total de singularités collectées.,A quantidade de Pedra da Alma coletada é multiplicada por singularidades.,Żniwa kamieni dusz są mnożone przez łączną liczbę zebranych osobliwości.,Збір каменю душ помножено на загальне число зібраних сингулярностей.
substance_text:the_lovers_title,[DEPRECATED],The Lovers,恋人,,,,
substance_text:the_lovers_info,[DEPRECATED],The Lovers,恋人,,,,
substance_text:justice_title,[DEPRECATED],Justice,正义,,,,
substance_text:justice_info,[DEPRECATED],Justice,正义,,,,
substance_text:the_devil_title,[DEPRECATED],The Devil,恶魔,,,,
substance_text:the_devil_info,[DEPRECATED],The Devil,恶魔,,,,
substance_text:the_star_title,[DEPRECATED],The Star,星星,,,,
substance_text:the_star_info,[DEPRECATED],The Star,星星,,,,
substance_text:the_moon_title,[DEPRECATED],The Moon,月亮,,,,
substance_text:the_moon_info,[DEPRECATED],The Moon,月亮,,,,
substance_text:the_sun_title,[DEPRECATED],The Sun,太阳,,,,
substance_text:the_sun_info,[DEPRECATED],The Sun,太阳,,,,Сонце
substance_text:the_fool_craft_icon,tarot card roman number,O,O,O,O,O,O
substance_text:the_magician_craft_icon,tarot card roman number,I,I,I,I,I,I
substance_text:the_high_priestess_craft_icon,tarot card roman number,II,II,II,II,II,II
substance_text:the_empress_craft_icon,tarot card roman number,III,III,III,III,III,III
substance_text:the_emperor_craft_icon,tarot card roman number,IV,IV,IV,IV,IV,IV
substance_text:the_hierophant_craft_icon,tarot card roman number,V,V,V,V,V,V
substance_text:the_lovers_craft_icon,tarot card roman number,VI,VI,VI,VI,VI,VI
substance_text:the_chariot_craft_icon,tarot card roman number,VII,VII,VII,VII,VII,VII
substance_text:strength_craft_icon,tarot card roman number,VIII,VIII,VIII,VIII,VIII,VIII
substance_text:the_hermit_craft_icon,tarot card roman number,IX,IX,IX,IX,IX,IX
substance_text:wheel_of_fortune_craft_icon,tarot card roman number,X,X,X,X,X,X
substance_text:justice_craft_icon,tarot card roman number,XI,XI,XI,XI,XI,XI
substance_text:the_hanged_man_craft_icon,tarot card roman number,XII,XII,XII,XII,XII,XII
substance_text:death_craft_icon,tarot card roman number,XIII,XIII,XIII,XIII,XIII,XIII
substance_text:temperance_craft_icon,tarot card roman number,XIV,XIV,XIV,XIV,XIV,XIV
substance_text:the_devil_craft_icon,tarot card roman number,XV,XV,XV,XV,XV,XV
substance_text:the_tower_craft_icon,tarot card roman number,XVI,XVI,XVI,XVI,XVI,XVI
substance_text:the_star_craft_icon,tarot card roman number,XVII,XVII,XVII,XVII,XVII,XVII
substance_text:the_moon_craft_icon,tarot card roman number,XVIII,XVIII,XVIII,XVIII,XVIII,XVIII
substance_text:the_sun_craft_icon,tarot card roman number,XIX,XIX,XIX,XIX,XIX,XIX
substance_text:judgement_craft_icon,tarot card roman number,XX,XX,XX,XX,XX,XX
substance_text:the_world_craft_icon,tarot card roman number,XXI,XXI,XXI,XXI,XXI,XXI
substance_category_text:charm,items category title - grant in-game bonus effects (craft with prestige currency),Charm,灵符,Talismans,Amuleto,Talizmany,Талісман
substance_category_text:shadow,items category title - grant in-game bonus effects (random drops),Shadow,本质,Ombres,Sombra,Cienie,Тінь
substance_category_text:spirit,items category title - grant in-game bonus effects (enemy drops),Spirit,灵,Esprits,Espírito,Dusze,Дух
substance_category_text:essence,items category title - grant in-game bonus effects (enemy drops),Essence,影,Essences,Essência,Esencje,Есенція
ui_label:audio_title,options menu options category label,Audio,音频设置,Volume,Áudio,Audio,Аудійо
ui_label:effects_title,options menu options category label,Effects,效果设置,Effets,Efeitos,Efekty,Ехвекти
ui_label:display_title,options menu options category label,Display,显示设置,Affichage,Resolução,Wyświetlacz,Показувати
ui_label:infinity,"max amount quanity (1) e.g. ""Wood: Infinity""",Infinity,无穷大,Infini,infinito,∞,∞
ui_label:max,"max amount quanity (2) e.g. ""Wood: Infinity (MAX)""",MAX,最大,MAX,MAX,MAX,МАКС.
ui_label:on,toggle option label (1),On,开启,On,On,Wł.,Увімк.
ui_label:off,toggle option label (2),Off,关闭,Off,Off,Wył.,Вимк.
ui_label:heart,[noun] special in-game resource,Heart,心脏,Cœur,Coração,Serce,Серце
ui_label:flesh,[noun] special in-game resource,Flesh,血肉,Chair,Carne,Miąższ,Плоть
ui_label:eye,[noun] special in-game resource,Eye,眼球,Œil,Olho,Oczy,Око
ui_label:bone,[noun] special in-game resource,Bone,骨头,Os,Osso,Kości,Кістка
ui_label:settings,in-game options tab label,Settings,设置,Paramètres,Configurações,Ustawienia,?
ui_label:credits,in-game credits tab label,Credits,鸣谢,Crédits,Créditos,Twórcy,?
ui_label:license,in-game license tab label,License,许可证,Licence,Licença,Licencja,?
role:programming,credits category title,Programming,编程,Programmation,Programação,Programowanie,?
role:art,credits category title,Art,美术,Art,Arte,Sztuka,?
role:music,credits category title,Music,音乐,Musique,Música,Muzyka,?
role:localization,credits category title,Localization,本地化,Localisation,Localização,Tłumaczenie,?
role:writing_narrative,credits category title,Writing & Narrative,剧情与写作,Écriture et narration,Roteiro e narrativa,Scanariusz i narrative design,?
role:publishing_management,credits category title,Publishing & Management,发行与管理,Publication et gestion,Publicação e gestão,Wydanie gry i zarządzanie,?
credit:lead,credit role descriptor,Lead,总负责人,Principal,Líder,Prowadzący,?
credit:help,credit role descriptor,Help,协助,Aide,Ajuda,Pomoc,?
credit:bugfix,credit role descriptor,Bugfix,错误修复,Correction,Correção,Bugfix,?
credit:tracks,credit role descriptor,tracks,配乐曲目,morceaux,faixas,utwory,?
credit:polish,localization language descriptor,Polish,波兰语,Polonais,Polonês,polski,?
credit:portuguese,localization language descriptor,Portuguese,葡萄牙语,Portugais,Português,portugalski,?
credit:french,localization language descriptor,French,法语,Français,Francês,francuski,?
credit:chinese,localization language descriptor,Chinese,中文,Chinois,Chinês,chiński,?
credit:review,credit role descriptor,Review,审阅,Relecture,Revisão,Recenzja,?
credit:steam,publishing platform,Steam,Steam,Steam,Steam,Steam,?
credit:itch,publishing platform,Itch,Itch,Itch,Itch,Itch,?
credit:theme,game theme,Theme,游戏主题,Thème,Tema,Motyw,?
credit:shader,game shader script,Shader,着色器,Shader,Sombreador,Shadery,?
credit:writing,credit role descriptor,Writing,写作,Écriture,Escrita,Scanariusz,?
credit:external,"assets not contributed by credited *, but outsourced",External,外部资源,Externe,Externo,Zewnętrzny,?
